# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 20 13:17:44 2025
#
# User preference: *
#
# CONSTRAINT:  where (hostname like '%kepler-324%'
# CONSTRAINT:  and discoverymethod like '%transit%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-324 c,Kepler-324,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,,,,,2.65400000,1.00600000,-0.49500000,0,0.23677402,0.08974931,-0.04416094,0,,,,,,,,,,,,,,7.2330,0.1980,-0.1940,0,,,,,1,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5233.00,105.00,-105.00,0,0.843000,0.036000,-0.035000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2018-09-04,2018-10,2018-09-06
Kepler-324 c,Kepler-324,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,51.80403000000,0.00054000000,-0.00054000000,0,0.2580000000,,,0,2.50000000,2.30000000,-2.30000000,0,0.22303545,0.20519261,-0.20519261,0,,,,,,,,,,0.000000,,,0,,,,0,400.00,,,0,1,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5319.00,84.00,-84.00,0,0.750000,0.680000,-0.680000,0,0.850000,0.150000,-0.150000,0,,,,0,,4.620000,0.300000,-0.300000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2013-10-28,2014-01-08,2013-10-28
Kepler-324 c,Kepler-324,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,51.80966950000,0.00023360000,-0.00023360000,0,0.2624000000,,,0,3.25000000,1.02000000,-0.24000000,0,0.28994608,0.09099846,-0.02141140,0,,,,,,,,,,0.000000,,,0,6.8900,6.6000,-1.5500,0,413.00,,,0,1,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5355.00,171.00,-138.00,0,0.803000,0.252000,-0.058000,0,0.901000,0.068000,-0.092000,0,0.0000,0.2600,-0.2600,0,[Fe/H],4.581000,0.024000,-0.204000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2014-11-21,2014-12-18,2014-11-21
Kepler-324 c,Kepler-324,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,51.80982760000,0.00022940000,-0.00022940000,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5214.00,122.00,-122.00,0,0.859378,,,0,0.890000,,,0,,,,,,4.519090,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2018-09-25,2018-08-16,2018-09-25
Kepler-324 c,Kepler-324,0,1,4,Transit,2014,Kepler,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,51.80966950000,0.00023360000,-0.00023360000,0,0.2627900000,0.0021600000,-0.0021600000,0,3.37400000,0.38800000,-0.38800000,0,0.30100864,0.03461510,-0.03461510,0,,,,,,,,,,,,,,6.8000,0.5000,-0.5000,0,,,,,1,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5233.00,60.00,-60.00,0,0.835000,0.023000,-0.022000,0,0.901000,0.017000,-0.027000,0,0.1800,0.0400,-0.0400,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2024-12-05,2018-12,2024-12-05
Kepler-324 c,Kepler-324,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,51.80983000000,0.00023000000,-0.00023000000,0,,,,,,,,,,,,,6.20000000,1.70000000,-1.20000000,0,0.01950738,0.00534880,-0.00377562,0,Mass,,,,,,,,,,,,,1,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,,,,0.836000,0.007000,-0.005000,0,0.901000,0.017000,-0.027000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2025-04-16,2025-02,2025-04-16
Kepler-324 c,Kepler-324,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,51.81024389000,0.00001687000,-0.00001687000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5214.00,122.00,-122.00,0,0.859378,,,0,0.890000,,,0,,,,,,4.519090,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2016-07-26,2016-07,2016-07-28
Kepler-324 e,Kepler-324,0,1,4,Transit,2021,Kepler,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,13.97946561000,0.00003976000,-0.00003976000,0,0.1097200000,0.0008900000,-0.0008900000,0,1.57700000,0.08900000,-0.08900000,0,0.14069076,0.00794006,-0.00794006,0,,,,,,,,,,,,,,38.9000,2.8000,-2.8000,0,,,,,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5233.00,60.00,-60.00,0,0.835000,0.023000,-0.022000,0,0.901000,0.017000,-0.027000,0,0.1800,0.0400,-0.0400,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2024-12-05,2018-12,2024-12-05
Kepler-324 e,Kepler-324,1,1,4,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,13.97939968000,,,0,,,,,2.03862444,,,0,0.18187420,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5191.00,103.00,-103.00,0,0.826000,0.061000,-0.050000,0,0.844000,0.049000,-0.044000,0,0.0800,0.1500,-0.1500,0,[Fe/H],4.530000,0.044000,-0.055000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2021-12-05,2022-02,2021-12-05
Kepler-324 e,Kepler-324,0,1,4,Transit,2021,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,13.97945055000,0.00003917000,-0.00003917000,0,0.1074000000,,,0,1.97000000,0.15000000,-0.12000000,0,0.17575193,0.01338213,-0.01070570,0,,,,,,,,,,0.000000,,,0,38.4400,9.5100,-7.1300,0,635.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5191.00,103.00,-103.00,0,0.826000,0.061000,-0.050000,0,0.844000,0.049000,-0.044000,0,0.0800,0.1500,-0.1500,0,[Fe/H],4.530000,0.044000,-0.055000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-324 e,Kepler-324,0,1,4,Transit,2021,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,13.97946561000,0.00003976000,-0.00003976000,0,0.1096000000,,,0,1.52000000,0.47000000,-0.11000000,0,0.13560555,0.04193066,-0.00981356,0,,,,,,,,,,0.000000,,,0,39.5100,37.8200,-8.8800,0,639.00,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5355.00,171.00,-138.00,0,0.803000,0.252000,-0.058000,0,0.901000,0.068000,-0.092000,0,0.0000,0.2600,-0.2600,0,[Fe/H],4.581000,0.024000,-0.204000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2014-11-21,2014-12-18,2014-11-21
Kepler-324 e,Kepler-324,0,1,4,Transit,2021,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,13.97925000000,0.00017000000,-0.00017000000,0,0.1080000000,,,0,1.80000000,1.60000000,-1.60000000,0,0.16058552,0.14274268,-0.14274268,0,,,,,,,,,,0.000000,,,0,,,,0,618.00,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5319.00,84.00,-84.00,0,0.750000,0.680000,-0.680000,0,0.850000,0.150000,-0.150000,0,,,,0,,4.620000,0.300000,-0.300000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2013-10-28,2014-01-08,2013-10-28
Kepler-324 e,Kepler-324,0,1,4,Transit,2021,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,13.97946561000,0.00003976000,-0.00003976000,0,0.1096000000,,,0,1.52000000,0.47000000,-0.11000000,0,0.13560555,0.04193066,-0.00981356,0,,,,,,,,,,0.000000,,,0,39.5100,37.8200,-8.8800,0,639.00,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5355.00,171.00,-138.00,0,0.803000,0.252000,-0.058000,0,0.901000,0.068000,-0.092000,0,0.0000,0.2600,-0.2600,0,[Fe/H],4.581000,0.024000,-0.204000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2014-11-18,2014-12-04,2014-11-18
Kepler-324 e,Kepler-324,0,1,4,Transit,2021,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,13.97945055000,0.00003917000,-0.00003917000,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5214.00,122.00,-122.00,0,0.859378,,,0,0.890000,,,0,,,,,,4.519090,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2018-09-25,2018-08-16,2018-09-25
Kepler-324 e,Kepler-324,0,1,4,Transit,2021,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,13.97946561000,0.00003976000,-0.00003976000,0,0.1096000000,,,0,1.52000000,0.47000000,-0.11000000,0,0.13560555,0.04193066,-0.00981356,0,,,,,,,,,,0.000000,,,0,39.5100,37.8200,-8.8800,0,639.00,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5355.00,171.00,-138.00,0,0.803000,0.252000,-0.058000,0,0.901000,0.068000,-0.092000,0,0.0000,0.2600,-0.2600,0,[Fe/H],4.581000,0.024000,-0.204000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2015-08-25,2015-09-24,2015-08-25
Kepler-324 e,Kepler-324,0,1,4,Transit,2021,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,13.97945100000,0.00003900000,-0.00003900000,0,,,,,,,,,,,,,235.01400000,,,1,0.73943674,,,1,Mass,,,,,,,,,,,,,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,,,,0.836000,0.007000,-0.005000,0,0.901000,0.017000,-0.027000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2025-04-16,2025-02,2025-04-16
Kepler-324 e,Kepler-324,0,1,4,Transit,2021,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,13.97946091000,0.00000546000,-0.00000546000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5214.00,122.00,-122.00,0,0.859378,,,0,0.890000,,,0,,,,,,4.519090,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,3.68100000,-3.62900000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2016-07-26,2016-07,2016-07-28
